sample_id,volume_id,slice_index,tumor_pixels_native,liver_background_pixels_native,tumor_mean_hu,tumor_median_hu,liver_background_mean_hu,liver_background_median_hu,mean_contrast_hu,median_contrast_hu,robust_effect_size
v110_s0517,110,517,533,15457,86.98499298095703,87.0,126.9449462890625,127.0,-39.95995330810547,-40.0,-1.44522225856781
v110_s0518,110,518,481,14374,88.71725463867188,89.0,124.5208740234375,125.0,-35.803619384765625,-36.0,-1.2351046800613403
v110_s0519,110,519,511,12655,93.90410614013672,95.0,123.25468444824219,125.0,-29.35057830810547,-30.0,-1.117275595664978
v110_s0520,110,520,437,11144,98.52173614501953,99.0,124.22164154052734,126.0,-25.699905395507812,-27.0,-0.9263284802436829
v110_s0521,110,521,444,9785,104.05180358886719,106.0,125.2686767578125,126.0,-21.216873168945312,-20.0,-0.7921492457389832
v110_s0522,110,522,460,8555,107.83261108398438,109.0,124.13863372802734,125.0,-16.30602264404297,-16.0,-0.674490749835968
v110_s0523,110,523,235,7804,107.73191833496094,111.0,121.29087829589844,123.0,-13.5589599609375,-12.0,-0.5395926237106323
v110_s0524,110,524,97,6971,99.82474517822266,100.0,119.51958465576172,121.0,-19.694839477539062,-21.0,-1.1111396551132202
v111_s0318,111,318,18,13369,42.38888931274414,44.0,124.9765853881836,124.0,-82.58769226074219,-80.0,-3.0721216201782227
v111_s0319,111,319,41,13869,61.46341323852539,66.0,124.265625,124.0,-62.80221176147461,-58.0,-2.005518674850464
v111_s0320,111,320,72,13997,61.30555725097656,58.5,124.95013427734375,124.0,-63.64457702636719,-65.5,-2.5480313301086426
v111_s0321,111,321,82,14435,57.30487823486328,54.5,124.64891052246094,124.0,-67.34403228759766,-69.5,-2.668905735015869
v111_s0322,111,322,91,14830,64.34066009521484,64.0,124.53102111816406,124.0,-60.19036102294922,-60.0,-1.968855857849121
v111_s0323,111,323,103,15611,69.88349151611328,65.0,123.75164794921875,124.0,-53.86815643310547,-59.0,-1.8385405540466309
v111_s0324,111,324,110,16031,65.96363830566406,64.0,124.09650421142578,124.0,-58.13286590576172,-60.0,-2.1021316051483154
v111_s0325,111,325,93,16728,58.52688217163086,58.0,123.52935028076172,124.0,-65.00247192382812,-66.0,-2.282141923904419
v111_s0326,111,326,89,17033,58.28089904785156,55.0,123.87154388427734,124.0,-65.59064483642578,-69.0,-2.7188878059387207
v111_s0327,111,327,84,17353,61.25,60.0,124.43168640136719,125.0,-63.18168640136719,-65.0,-2.5612711906433105
v111_s0328,111,328,84,17830,67.9047622680664,67.5,124.18844604492188,125.0,-56.28368377685547,-57.5,-1.8219431638717651
v111_s0329,111,329,59,18254,72.67796325683594,74.0,124.59642028808594,125.0,-51.91845703125,-51.0,-2.009612798690796
v111_s0330,111,330,41,18750,82.75609588623047,81.0,125.45600128173828,126.0,-42.69990539550781,-45.0,-1.864513874053955
v111_s0331,111,331,20,19042,95.1500015258789,95.5,126.70559692382812,127.0,-31.55559539794922,-31.5,-1.3370753526687622
v111_s0334,111,334,6,20275,104.33333587646484,109.5,127.17573547363281,127.0,-22.84239959716797,-17.5,-0.5894430875778198
v111_s0335,111,335,42,20517,87.92857360839844,90.0,127.99922180175781,128.0,-40.070648193359375,-38.0,-1.1841447353363037
v111_s0336,111,336,47,20974,84.76596069335938,81.0,128.1810302734375,129.0,-43.415069580078125,-48.0,-1.6167582273483276
v111_s0337,111,337,57,21269,83.77192687988281,82.0,128.60105895996094,129.0,-44.829132080078125,-47.0,-1.4277441501617432
v111_s0338,111,338,71,21709,76.49295806884766,85.0,128.80763244628906,129.0,-52.314674377441406,-44.0,-1.4068528413772583
v111_s0339,111,339,84,21997,73.94047546386719,84.0,129.15902709960938,129.0,-55.21855163574219,-45.0,-1.556005835533142
v111_s0340,111,340,119,22218,74.56302642822266,76.0,129.00279235839844,129.0,-54.43976593017578,-53.0,-2.035280466079712
v111_s0341,111,341,111,22530,68.81981658935547,74.0,128.73426818847656,129.0,-59.914451599121094,-55.0,-2.112083673477173
v111_s0342,111,342,111,22809,67.71170806884766,72.0,128.4828338623047,128.0,-60.77112579345703,-56.0,-2.2066335678100586
v111_s0343,111,343,116,23228,65.89655303955078,66.5,128.19786071777344,129.0,-62.301307678222656,-62.5,-2.189720392227173
v111_s0344,111,344,136,23453,66.29412078857422,66.0,128.1987762451172,128.0,-61.90465545654297,-62.0,-2.0611844062805176
v111_s0345,111,345,137,23934,67.13138580322266,67.0,126.74270629882812,128.0,-59.61132049560547,-61.0,-2.0546302795410156
v111_s0346,111,346,142,24152,70.59859466552734,69.0,127.17684173583984,127.0,-56.5782470703125,-58.0,-1.7618969678878784
v111_s0347,111,347,146,24715,77.00685119628906,79.5,126.65555572509766,127.0,-49.648704528808594,-47.5,-1.499304175376892
v111_s0348,111,348,113,24779,79.93804931640625,81.0,127.10984802246094,127.0,-47.17179870605469,-46.0,-1.7210447788238525
v111_s0349,111,349,119,25233,78.579833984375,83.0,127.08377838134766,128.0,-48.503944396972656,-45.0,-1.5974781513214111
v111_s0350,111,350,189,25611,77.03174591064453,78.0,127.01554107666016,127.0,-49.983795166015625,-49.0,-1.6504406929016113
v111_s0351,111,351,214,26313,78.1869125366211,79.0,126.09288024902344,127.0,-47.905967712402344,-48.0,-1.5986711978912354
v111_s0352,111,352,139,26666,74.9784164428711,80.0,126.10429382324219,126.0,-51.125877380371094,-46.0,-1.5130414962768555
v111_s0353,111,353,120,27008,75.50833129882812,79.5,125.96904754638672,127.0,-50.460716247558594,-47.5,-1.4326177835464478
v111_s0354,111,354,75,27189,68.53333282470703,71.0,126.35992431640625,127.0,-57.82659149169922,-56.0,-1.752553105354309
v111_s0355,111,355,53,27653,76.37735748291016,78.0,126.12779998779297,127.0,-49.75044250488281,-49.0,-1.5334839820861816
v111_s0356,111,356,28,27770,73.25,69.0,126.79550170898438,127.0,-53.545501708984375,-58.0,-1.6757365465164185
v111_s0357,111,357,8,28324,88.375,84.5,126.83187103271484,127.0,-38.456871032714844,-42.5,-1.4315046072006226
v111_s0358,111,358,4,28672,56.75,55.0,126.92051696777344,127.0,-70.17051696777344,-72.0,-3.128239393234253
v111_s0359,111,359,9,28862,63.11111068725586,63.0,127.45492553710938,127.0,-64.34381103515625,-64.0,-2.7835464477539062
v111_s0360,111,360,9,29290,81.66666412353516,80.0,127.39685821533203,127.0,-45.730194091796875,-47.0,-1.5850532054901123
v111_s0361,111,361,21,29214,103.80952453613281,100.0,128.14886474609375,128.0,-24.339340209960938,-28.0,-0.8983030915260315
v111_s0362,111,362,29,29541,96.17241668701172,91.0,128.60914611816406,128.0,-32.436729431152344,-37.0,-1.157936930656433
v111_s0363,111,363,40,29680,91.9000015258789,99.0,129.2507781982422,129.0,-37.35077667236328,-30.0,-0.9159829616546631
v111_s0364,111,364,53,30232,83.52830505371094,97.0,129.48779296875,129.0,-45.95948791503906,-32.0,-1.0014588832855225
v111_s0365,111,365,78,30809,84.88461303710938,88.5,129.59092712402344,130.0,-44.70631408691406,-41.5,-1.532480001449585
v111_s0366,111,366,80,30799,82.2125015258789,84.0,130.0750274658203,130.0,-47.862525939941406,-46.0,-1.7894572019577026
v111_s0367,111,367,74,31298,74.62162017822266,76.5,129.4332275390625,129.0,-54.811607360839844,-52.5,-2.0423152446746826
v111_s0368,111,368,81,31992,71.90123748779297,73.0,129.35971069335938,129.0,-57.458473205566406,-56.0,-2.0855813026428223
v111_s0369,111,369,75,32308,71.63999938964844,74.0,129.11117553710938,129.0,-57.47117614746094,-55.0,-1.9986838102340698
v111_s0370,111,370,68,32488,66.8382339477539,67.5,129.55398559570312,129.0,-62.71575164794922,-61.5,-2.3747191429138184
v111_s0371,111,371,64,32806,62.9375,64.5,129.72532653808594,129.0,-66.78782653808594,-64.5,-2.3439109325408936
v111_s0372,111,372,66,32874,56.24242401123047,56.5,129.81231689453125,129.0,-73.56989288330078,-72.5,-2.5737147331237793
v111_s0373,111,373,72,33351,52.65277862548828,53.5,129.4068603515625,129.0,-76.75408172607422,-75.5,-2.777618408203125
v111_s0374,111,374,64,33780,52.125,52.0,130.16563415527344,129.0,-78.04063415527344,-77.0,-2.439819574356079
v111_s0375,111,375,58,34402,56.379310607910156,59.0,130.34852600097656,130.0,-73.9692153930664,-71.0,-2.4245572090148926
v111_s0376,111,376,53,34627,69.71697998046875,73.0,130.74676513671875,130.0,-61.02978515625,-57.0,-2.174832820892334
v111_s0377,111,377,36,35084,81.55555725097656,83.0,130.69647216796875,130.0,-49.14091491699219,-47.0,-1.8579504489898682
v111_s0378,111,378,33,35099,76.63636016845703,78.0,131.08624267578125,130.0,-54.44988250732422,-52.0,-1.662644386291504
v111_s0379,111,379,20,35507,84.25,93.0,130.57400512695312,130.0,-46.324005126953125,-37.0,-1.3134820461273193
v111_s0380,111,380,10,35682,82.4000015258789,81.0,130.30628967285156,130.0,-47.906288146972656,-49.0,-1.785836935043335
v111_s0381,111,381,8,35546,92.625,99.0,130.93824768066406,130.0,-38.31324768066406,-31.0,-1.2059385776519775
v111_s0388,111,388,41,36812,101.43902587890625,95.0,131.56492614746094,131.0,-30.125900268554688,-36.0,-1.3469046354293823
v111_s0389,111,389,41,37037,104.1219482421875,101.0,131.38983154296875,131.0,-27.26788330078125,-30.0,-1.172166109085083
v111_s0390,111,390,47,37056,104.95744323730469,108.0,131.53524780273438,131.0,-26.577804565429688,-23.0,-0.9197349548339844
v111_s0391,111,391,49,37295,100.59183502197266,106.0,131.2068328857422,131.0,-30.61499786376953,-25.0,-1.1342788934707642
v111_s0392,111,392,52,37580,91.90384674072266,89.0,130.2740478515625,130.0,-38.370201110839844,-41.0,-1.564353346824646
v111_s0393,111,393,73,37390,77.84931182861328,75.0,130.2662811279297,129.0,-52.416969299316406,-54.0,-2.0603678226470947
v111_s0394,111,394,81,37893,62.39506149291992,63.0,129.6909942626953,129.0,-67.29592895507812,-66.0,-2.5345003604888916
v111_s0395,111,395,77,38201,51.181819915771484,52.0,128.58935546875,128.0,-77.40753173828125,-76.0,-2.9947171211242676
v111_s0396,111,396,75,38732,49.13333511352539,49.0,128.035400390625,127.0,-78.90206909179688,-78.0,-3.1525208950042725
v111_s0397,111,397,98,38862,55.48979568481445,51.0,127.28760528564453,127.0,-71.79780578613281,-76.0,-2.6279208660125732
v111_s0398,111,398,112,38676,59.30356979370117,58.0,127.04633331298828,127.0,-67.74276733398438,-69.0,-2.324089765548706
v111_s0399,111,399,75,38813,57.33333206176758,55.0,126.5663070678711,126.0,-69.23297119140625,-71.0,-2.32981276512146
v111_s0400,111,400,53,39115,61.339622497558594,64.0,125.99534606933594,126.0,-64.65572357177734,-62.0,-2.1438302993774414
v111_s0401,111,401,38,39186,65.36842346191406,69.5,125.9734115600586,126.0,-60.60498809814453,-56.5,-1.573418140411377
v111_s0411,111,411,55,38584,97.0,96.0,126.24987030029297,126.0,-29.24987030029297,-30.0,-1.1224205493927002
v111_s0412,111,412,67,38382,97.05970001220703,94.0,126.65718078613281,127.0,-29.59748077392578,-33.0,-1.2672501802444458
v111_s0413,111,413,93,38116,89.89247131347656,93.0,127.26993560791016,127.0,-37.377464294433594,-34.0,-1.2069834470748901
v111_s0414,111,414,125,38100,82.43199920654297,83.0,127.57942199707031,128.0,-45.147422790527344,-45.0,-1.4388267993927002
v111_s0415,111,415,153,37888,78.33333587646484,77.0,127.54273223876953,127.0,-49.20939636230469,-50.0,-1.8222825527191162
v111_s0416,111,416,200,37523,82.12000274658203,79.0,127.5920639038086,127.0,-45.47206115722656,-48.0,-1.6167582273483276
v111_s0417,111,417,191,37294,78.17800903320312,74.0,126.9326400756836,127.0,-48.75463104248047,-53.0,-1.7391560077667236
v111_s0418,111,418,174,37129,72.93678283691406,71.0,125.51956939697266,125.0,-52.582786560058594,-54.0,-2.1278252601623535
v111_s0419,111,419,163,36837,68.9325180053711,68.0,124.07796478271484,124.0,-55.14544677734375,-56.0,-1.8375988006591797
v111_s0420,111,420,149,36751,69.40939331054688,71.0,122.55582427978516,123.0,-53.14643096923828,-52.0,-1.7514879703521729
v111_s0421,111,421,145,36299,71.06207275390625,70.0,121.5187759399414,121.0,-50.456703186035156,-51.0,-1.7634732723236084
v111_s0422,111,422,130,35982,72.515380859375,72.0,120.62169647216797,121.0,-48.10631561279297,-49.0,-1.6504406929016113
v111_s0423,111,423,138,35621,78.17391204833984,74.0,119.50093841552734,119.0,-41.3270263671875,-45.0,-1.8187620639801025
v111_s0424,111,424,66,35374,78.25757598876953,76.0,118.09278106689453,118.0,-39.835205078125,-42.0,-1.7188596725463867
v111_s0425,111,425,37,35128,84.37837982177734,85.0,116.98314666748047,117.0,-32.604766845703125,-32.0,-1.1972485780715942
v111_s0426,111,426,26,34833,96.61538696289062,95.0,116.07292175292969,116.0,-19.457534790039062,-21.0,-0.7073317170143127
v112_s0365,112,365,37,16836,112.21621704101562,106.0,142.0017852783203,143.0,-29.785568237304688,-37.0,-1.8973815441131592
v112_s0366,112,366,59,17330,81.2203369140625,81.0,142.4998779296875,143.0,-61.279541015625,-62.0,-2.9870307445526123
v112_s0367,112,367,63,18082,58.730159759521484,59.0,142.50929260253906,144.0,-83.77912902832031,-85.0,-4.095122814178467
v112_s0368,112,368,69,18800,54.92753601074219,52.0,143.0039825439453,144.0,-88.07644653320312,-92.0,-4.00134801864624
v112_s0369,112,369,77,19339,59.14285659790039,53.0,143.06478881835938,144.0,-83.92193603515625,-91.0,-3.677941083908081
v112_s0370,112,370,55,19958,44.12727355957031,43.0,142.81561279296875,144.0,-98.68833923339844,-101.0,-3.9462924003601074
v112_s0371,112,371,49,20638,64.69387817382812,64.0,142.7117462158203,144.0,-78.01786804199219,-80.0,-3.2333548069000244
v112_s0372,112,372,5,21261,91.19999694824219,88.0,142.9661865234375,144.0,-51.76618957519531,-56.0,-3.593212366104126
v112_s0400,112,400,27,34606,73.81481170654297,67.0,141.91177368164062,141.0,-68.09696197509766,-74.0,-3.320117950439453
v112_s0401,112,401,26,34971,44.769229888916016,43.0,141.88742065429688,141.0,-97.11819458007812,-98.0,-4.721435546875
v112_s0402,112,402,23,35403,29.95652198791504,33.0,142.04200744628906,142.0,-112.08548736572266,-109.0,-6.2470879554748535
v112_s0403,112,403,30,35890,49.733333587646484,45.0,142.01287841796875,142.0,-92.279541015625,-97.0,-3.4915387630462646
v112_s0416,112,416,35,41367,65.68571472167969,59.0,140.65554809570312,140.0,-74.96983337402344,-81.0,-4.1902174949646
v112_s0417,112,417,53,41663,43.150943756103516,43.0,140.5360565185547,140.0,-97.38511657714844,-97.0,-4.352046489715576
v112_s0418,112,418,86,41797,42.11627960205078,38.0,140.6547088623047,141.0,-98.5384292602539,-103.0,-4.461258411407471
v112_s0419,112,419,76,42217,37.72368240356445,36.5,140.7686309814453,140.0,-103.04495239257812,-103.5,-6.02783727645874
v112_s0420,112,420,88,42564,44.522727966308594,41.0,140.90554809570312,141.0,-96.38282012939453,-100.0,-5.2648820877075195
v112_s0421,112,421,69,42769,57.565216064453125,56.0,141.16090393066406,141.0,-83.59568786621094,-85.0,-3.8136491775512695
v112_s0422,112,422,46,43212,79.10869598388672,77.5,141.08859252929688,141.0,-61.979896545410156,-63.5,-3.580073833465576
v112_s0450,112,450,14,38493,32.5,24.5,132.0133056640625,132.0,-99.5133056640625,-107.5,-4.675487995147705
v112_s0451,112,451,31,37631,17.54838752746582,10.0,130.8215789794922,131.0,-113.273193359375,-121.0,-3.7368199825286865
v112_s0452,112,452,34,36892,15.911765098571777,15.0,129.95513916015625,130.0,-114.04337310791016,-115.0,-3.654487371444702
v112_s0453,112,453,42,35900,26.66666603088379,22.0,129.52537536621094,129.0,-102.85871124267578,-107.0,-4.08258056640625
v112_s0454,112,454,51,35205,49.960784912109375,36.0,128.2841033935547,129.0,-78.32331848144531,-93.0,-2.3871357440948486
v112_s0455,112,455,23,33343,33.956520080566406,33.0,128.21759033203125,128.0,-94.26107025146484,-95.0,-3.9969899654388428
v112_s0456,112,456,12,31862,56.25,54.0,127.53973388671875,128.0,-71.28973388671875,-74.0,-4.507318496704102
v113_s0415,113,415,2,1039,22.5,22.5,107.68720245361328,110.0,-85.18720245361328,-87.5,-5.224156856536865
v113_s0416,113,416,1,1211,85.0,85.0,107.0602798461914,110.0,-22.060279846191406,-25.0,-1.5897899866104126
v113_s0419,113,419,20,1975,37.45000076293945,41.0,102.16911315917969,106.0,-64.7191162109375,-65.0,-2.755635976791382
v113_s0420,113,420,211,1946,76.20378875732422,76.0,106.12590026855469,110.0,-29.92211151123047,-34.0,-1.3489816188812256
v113_s0421,113,421,225,2117,73.76000213623047,72.0,105.9957504272461,110.0,-32.235748291015625,-38.0,-1.6459012031555176
v113_s0422,113,422,281,2231,74.8647689819336,73.0,106.98162078857422,111.0,-32.116851806640625,-38.0,-1.7049254179000854
v113_s0423,113,423,359,2319,74.83843994140625,74.0,107.15825653076172,110.0,-32.31981658935547,-36.0,-1.5657448768615723
v113_s0424,113,424,454,2437,73.24449157714844,73.0,106.04226684570312,109.0,-32.79777526855469,-36.0,-1.5146487951278687
v113_s0425,113,425,601,2499,69.37936401367188,69.0,107.45378112792969,110.0,-38.07441711425781,-41.0,-1.8395248651504517
v113_s0426,113,426,660,2668,65.74394226074219,65.0,108.23238372802734,110.0,-42.488441467285156,-45.0,-2.0189907550811768
v113_s0427,113,427,799,2817,67.17271423339844,66.0,109.07241821289062,112.0,-41.89970397949219,-46.0,-2.2105519771575928
v113_s0428,113,428,742,3066,70.69137573242188,70.0,109.41454315185547,112.0,-38.723167419433594,-42.0,-1.857364296913147
v113_s0429,113,429,794,3269,73.86145782470703,74.0,110.92291259765625,113.0,-37.06145477294922,-39.0,-1.6408696174621582
v113_s0430,113,430,788,3493,73.8147201538086,73.0,112.43744659423828,114.0,-38.62272644042969,-41.0,-1.6691244840621948
v113_s0431,113,431,858,3688,73.09557342529297,74.0,113.9335708618164,115.0,-40.83799743652344,-41.0,-1.725016713142395
v113_s0432,113,432,866,3944,71.87413024902344,73.0,113.91886138916016,116.0,-42.04473114013672,-43.0,-1.8091639280319214
v113_s0433,113,433,984,4186,72.02845764160156,72.0,113.80220031738281,116.0,-41.77374267578125,-44.0,-1.766883373260498
v113_s0434,113,434,950,4588,73.33158111572266,74.0,112.2502212524414,115.0,-38.91864013671875,-41.0,-1.7832093238830566
v113_s0435,113,435,1019,4773,76.9548568725586,76.0,113.71066284179688,115.0,-36.75580596923828,-39.0,-1.6408696174621582
v113_s0436,113,436,1119,5557,81.47184753417969,80.0,110.03671264648438,113.0,-28.564865112304688,-33.0,-1.3434416055679321
v113_s0437,113,437,1229,5894,85.92107391357422,84.0,110.8523941040039,113.0,-24.931320190429688,-29.0,-1.1849247217178345
v113_s0438,113,438,1170,6307,86.44102478027344,85.0,112.19343566894531,114.0,-25.752410888671875,-29.0,-1.3481801748275757
v113_s0439,113,439,1162,6682,87.00172424316406,87.0,113.21969604492188,115.0,-26.217971801757812,-28.0,-1.259049415588379
v113_s0440,113,440,1170,7144,86.4085464477539,87.0,112.4276351928711,114.0,-26.019088745117188,-27.0,-1.1940199136734009
v113_s0441,113,441,1087,7793,83.91720581054688,85.0,110.65135192871094,113.0,-26.734146118164062,-28.0,-1.259049415588379
v113_s0442,113,442,1056,8148,82.62783813476562,84.0,111.70630645751953,113.0,-29.078468322753906,-29.0,-1.3040153980255127
v113_s0443,113,443,1037,8502,83.90453338623047,85.0,113.90931701660156,115.0,-30.004783630371094,-30.0,-1.3946691751480103
v113_s0444,113,444,857,9124,85.06184387207031,86.0,115.04142761230469,116.0,-29.979583740234375,-30.0,-1.4416643381118774
v113_s0445,113,445,841,9520,85.1248550415039,86.0,116.26407623291016,117.0,-31.13922119140625,-31.0,-1.4411581754684448
v113_s0446,113,446,819,9928,86.21245574951172,87.0,117.3316879272461,118.0,-31.119232177734375,-31.0,-1.3908601999282837
v113_s0447,113,447,643,10652,85.323486328125,85.0,117.36603546142578,118.0,-32.04254913330078,-33.0,-1.534136176109314
v113_s0448,113,448,546,11290,83.16849517822266,83.5,117.26155853271484,118.0,-34.09306335449219,-34.5,-1.6327264308929443
v113_s0449,113,449,491,11725,81.65377044677734,81.0,117.21620178222656,118.0,-35.56243133544922,-37.0,-1.7200920581817627
v113_s0450,113,450,439,12249,82.52619934082031,82.0,116.64307403564453,118.0,-34.11687469482422,-36.0,-1.7344049215316772
v113_s0451,113,451,399,12829,84.10025024414062,83.0,115.84901428222656,117.0,-31.748764038085938,-34.0,-1.580625057220459
v113_s0452,113,452,387,13346,84.2764892578125,85.0,115.63157653808594,117.0,-31.355087280273438,-32.0,-1.4876471757888794
v113_s0453,113,453,406,13866,81.12561798095703,82.0,115.51190185546875,117.0,-34.38628387451172,-35.0,-1.6271140575408936
v113_s0454,113,454,458,14137,80.79039001464844,82.5,115.93018341064453,117.0,-35.139793395996094,-34.5,-1.5755870342254639
v113_s0455,113,455,345,14614,79.17681121826172,82.0,116.07643127441406,117.0,-36.899620056152344,-35.0,-1.4640549421310425
v113_s0456,113,456,367,14945,78.48773956298828,78.0,116.68685150146484,118.0,-38.19911193847656,-40.0,-1.732527494430542
v113_s0457,113,457,406,15265,78.44827270507812,80.0,117.26426696777344,118.0,-38.81599426269531,-38.0,-1.7049254179000854
v113_s0458,113,458,438,15712,78.46803283691406,79.0,117.78697967529297,118.0,-39.318946838378906,-39.0,-1.7497919797897339
v113_s0459,113,459,500,16052,79.77200317382812,81.0,118.02803039550781,118.0,-38.25602722167969,-37.0,-1.7200920581817627
v113_s0460,113,460,479,16468,82.7139892578125,84.0,118.13104248046875,118.0,-35.41705322265625,-34.0,-1.6380490064620972
v113_s0461,113,461,492,16963,86.09959411621094,86.0,118.0260009765625,118.0,-31.926406860351562,-32.0,-1.4876471757888794
v113_s0462,113,462,489,17287,87.05316925048828,88.0,118.04795837402344,118.0,-30.994789123535156,-30.0,-1.4453374147415161
v113_s0463,113,463,513,17805,87.41130828857422,90.0,117.3155288696289,118.0,-29.904220581054688,-28.0,-1.3016912937164307
v113_s0464,113,464,546,18300,86.55128479003906,86.0,116.7988510131836,118.0,-30.24756622314453,-32.0,-1.4357267618179321
v113_s0465,113,465,591,18782,82.35194396972656,83.0,116.51517486572266,117.0,-34.163230895996094,-34.0,-1.52545964717865
v113_s0466,113,466,658,19128,80.16869354248047,81.0,116.56462097167969,117.0,-36.39592742919922,-36.0,-1.5592747926712036
v113_s0467,113,467,750,19662,79.2386703491211,80.0,116.25709533691406,117.0,-37.01842498779297,-37.0,-1.6897599697113037
v113_s0468,113,468,829,20189,80.26055145263672,82.0,116.19029998779297,117.0,-35.92974853515625,-35.0,-1.5222519636154175
v113_s0469,113,469,800,20593,79.54750061035156,81.0,116.4998779296875,117.0,-36.95237731933594,-36.0,-1.465572714805603
v113_s0470,113,470,621,21060,74.4637680053711,74.0,116.7879409790039,117.0,-42.32417297363281,-43.0,-1.8091639280319214
v113_s0471,113,471,705,21343,72.84113311767578,72.0,117.21463775634766,117.0,-44.373504638671875,-45.0,-2.0189907550811768
v113_s0472,113,472,855,21804,72.30058288574219,71.0,116.9172134399414,117.0,-44.61663055419922,-46.0,-1.9924067258834839
v113_s0473,113,473,1072,22380,74.7453384399414,75.0,116.58351135253906,117.0,-41.838172912597656,-42.0,-1.8843913078308105
v113_s0474,113,474,845,22997,74.6852035522461,76.0,116.71926879882812,117.0,-42.03406524658203,-41.0,-1.9060479402542114
v113_s0475,113,475,769,23601,75.23796844482422,76.0,117.05631256103516,118.0,-41.81834411621094,-42.0,-1.8843913078308105
v113_s0476,113,476,736,24021,74.4252700805664,78.0,117.72682189941406,118.0,-43.301551818847656,-40.0,-1.7946584224700928
v113_s0477,113,477,646,24477,75.3746109008789,77.0,118.1369857788086,119.0,-42.76237487792969,-42.0,-1.8843913078308105
v113_s0478,113,478,614,25028,78.85504913330078,80.0,118.50423431396484,119.0,-39.64918518066406,-39.0,-1.7497919797897339
v113_s0479,113,479,522,25535,79.55172729492188,81.0,118.70225524902344,119.0,-39.15052795410156,-38.0,-1.7665809392929077
v113_s0480,113,480,455,26252,78.73846435546875,79.0,118.33045196533203,119.0,-39.59198760986328,-40.0,-1.7946584224700928
v113_s0481,113,481,321,26661,76.4610595703125,78.0,117.8369140625,118.0,-41.3758544921875,-40.0,-1.997121810913086
v113_s0482,113,482,248,27530,71.6048355102539,77.0,116.07395935058594,116.0,-44.46912384033203,-39.0,-2.089421033859253
v113_s0483,113,483,190,27855,76.14210510253906,77.0,114.58654022216797,115.0,-38.444435119628906,-38.0,-1.8972656726837158
v113_s0484,113,484,99,28308,62.858585357666016,61.0,113.87300109863281,114.0,-51.0144157409668,-53.0,-2.0222129821777344
v113_s0485,113,485,100,28537,58.61000061035156,59.5,114.96891784667969,115.0,-56.358917236328125,-55.5,-2.7220401763916016
v113_s0486,113,486,100,29368,64.12000274658203,68.0,115.59336853027344,116.0,-51.473365783691406,-48.0,-2.5715951919555664
v113_s0487,113,487,86,29650,71.72093200683594,69.5,116.3175048828125,117.0,-44.59657287597656,-47.5,-2.5448079109191895
v113_s0488,113,488,79,29952,74.2151870727539,74.0,117.20065307617188,118.0,-42.98546600341797,-44.0,-2.439483165740967
v113_s0489,113,489,72,30491,74.97222137451172,76.5,117.73723602294922,119.0,-42.7650146484375,-42.5,-2.3961124420166016
v113_s0490,113,490,64,30708,76.6875,78.0,118.24335479736328,119.0,-41.55585479736328,-41.0,-2.0108766555786133
v113_s0491,113,491,58,31316,70.86206817626953,71.0,117.78020477294922,118.0,-46.91813659667969,-47.0,-2.148916244506836
v113_s0492,113,492,58,31635,65.46551513671875,66.5,117.10466003417969,118.0,-51.63914489746094,-51.5,-2.5990347862243652
v113_s0500,113,500,12,36326,96.33333587646484,92.0,116.82535552978516,118.0,-20.492019653320312,-26.0,-1.4588661193847656
v113_s0501,113,501,174,36182,93.4885025024414,92.5,117.74390411376953,118.0,-24.255401611328125,-25.5,-1.0132712125778198
v113_s0502,113,502,195,36514,92.75897216796875,92.0,118.24502563476562,118.0,-25.486053466796875,-26.0,-1.0875836610794067
v113_s0503,113,503,251,36768,91.26294708251953,91.0,118.83937072753906,119.0,-27.57642364501953,-28.0,-1.3489816188812256
v113_s0504,113,504,333,36843,88.72071838378906,87.0,119.55231475830078,120.0,-30.83159637451172,-33.0,-1.7071256637573242
v113_s0505,113,505,371,37155,91.70350646972656,91.0,120.13179779052734,121.0,-28.42829132080078,-30.0,-1.3946691751480103
v113_s0506,113,506,528,37622,90.69507598876953,90.0,120.77337646484375,121.0,-30.07830047607422,-31.0,-1.4411581754684448
v113_s0507,113,507,833,37570,90.61944580078125,91.0,121.6265640258789,122.0,-31.007118225097656,-31.0,-1.3042809963226318
v113_s0508,113,508,925,37754,92.6767578125,92.0,121.95248413085938,122.0,-29.275726318359375,-30.0,-1.2622073888778687
v113_s0509,113,509,1059,37917,92.70821380615234,92.0,122.31221008300781,123.0,-29.60399627685547,-31.0,-1.3482803106307983
v113_s0510,113,510,1256,38065,89.29219818115234,88.0,121.9775390625,122.0,-32.685340881347656,-34.0,-1.4305016994476318
v113_s0511,113,511,1237,37932,86.80032348632812,86.0,121.89389038085938,122.0,-35.09356689453125,-36.0,-1.5657448768615723
v113_s0512,113,512,1263,37760,86.19002532958984,87.0,121.86585998535156,122.0,-35.67583465576172,-35.0,-1.5738117694854736
v113_s0513,113,513,1296,37612,86.74382781982422,87.0,121.94105529785156,122.0,-35.197227478027344,-35.0,-1.6862269639968872
v113_s0514,113,514,1323,37471,87.16477966308594,88.0,122.08494567871094,122.0,-34.920166015625,-34.0,-1.580625057220459
v113_s0515,113,515,1391,37310,89.40115356445312,89.0,122.18777465820312,122.0,-32.78662109375,-33.0,-1.534136176109314
v113_s0516,113,516,1423,37186,89.40055847167969,88.0,122.24471282958984,122.0,-32.844154357910156,-34.0,-1.580625057220459
